ts_code,trade_date,open,high,low,close,pre_close,pct_chg,vol,amount
000001.SZ,20260408,11.11,11.22,11.05,11.22,11.03,1.7226,812975.89,906308.305
000002.SZ,20260408,3.85,3.98,3.84,3.95,3.81,3.6745,1220209.32,477085.77
000004.SZ,20260408,3.52,3.89,3.52,3.53,3.71,-4.8518,178429.84,64323.419
000006.SZ,20260408,8.48,8.64,8.35,8.61,8.28,3.9855,264997.39,225437.366
000007.SZ,20260408,12.63,12.91,12.37,12.82,12.3,4.2276,68591.0,86873.662
000008.SZ,20260408,2.78,2.89,2.75,2.86,2.74,4.3796,2091844.89,593474.039
000009.SZ,20260408,8.65,8.85,8.63,8.85,8.5,4.1176,255064.01,223214.914
000010.SZ,20260408,3.77,3.88,3.76,3.87,3.72,4.0323,216004.0,82836.83
000011.SZ,20260408,8.33,8.65,8.27,8.59,8.23,4.3742,60112.01,50913.863
000012.SZ,20260408,4.45,4.48,4.42,4.47,4.39,1.8223,206007.68,91810.68
000014.SZ,20260408,13.3,13.5,13.22,13.5,13.06,3.3691,83620.21,111907.815
000016.SZ,20260408,3.2,3.27,3.15,3.26,3.11,4.8232,508436.29,163645.505
000017.SZ,20260408,6.87,6.93,6.8,6.91,6.7,3.1343,54691.42,37687.783
000019.SZ,20260408,7.78,8.0,7.7,7.98,7.84,1.7857,405759.92,321214.664
000020.SZ,20260408,15.48,15.64,15.34,15.61,15.23,2.4951,93645.01,145528.063
000021.SZ,20260408,26.99,27.84,26.82,27.83,26.01,6.9973,954680.26,2603367.236
000025.SZ,20260408,16.2,16.26,16.05,16.26,15.94,2.0075,50145.03,81136.884
000026.SZ,20260408,14.45,14.75,14.37,14.73,14.29,3.0791,43705.8,63833.913
000027.SZ,20260408,6.7,6.79,6.7,6.78,6.65,1.9549,386074.12,260805.689
000028.SZ,20260408,26.66,26.85,26.28,26.47,26.64,-0.6381,74357.81,196761.608
000029.SZ,20260408,19.39,20.35,19.36,20.15,19.08,5.608,65526.22,130815.244
000030.SZ,20260408,4.92,5.07,4.92,5.06,4.81,5.1975,337603.25,168796.292
000031.SZ,20260408,2.88,2.97,2.86,2.95,2.83,4.2403,207290.46,60410.748
000032.SZ,20260408,17.45,18.37,17.32,18.3,16.83,8.7344,377276.04,674112.482
000034.SZ,20260408,32.96,34.15,32.87,34.08,32.02,6.4335,226298.89,758995.842
000035.SZ,20260408,6.8,7.04,6.77,6.92,6.69,3.438,579291.2,397689.827
000036.SZ,20260408,4.79,4.89,4.77,4.87,4.7,3.617,291663.5,141052.8
000037.SZ,20260408,9.82,9.92,9.7,9.89,9.66,2.381,363934.97,357011.019
000039.SZ,20260408,11.29,11.68,11.21,11.66,11.15,4.574,765134.06,877707.248
000042.SZ,20260408,8.7,8.76,8.62,8.75,8.54,2.459,38223.92,33220.174
000045.SZ,20260408,12.45,12.62,12.4,12.55,12.29,2.1155,125319.01,157041.812
000048.SZ,20260408,16.25,16.95,16.21,16.61,16.16,2.7847,263264.64,437091.632
000049.SZ,20260408,25.27,25.39,25.0,25.26,24.88,1.5273,116172.7,292892.569
000050.SZ,20260408,8.05,8.25,8.05,8.25,7.9,4.4304,304085.26,248460.262
000055.SZ,20260408,3.61,3.64,3.57,3.63,3.56,1.9663,125131.0,45203.564
000056.SZ,20260408,1.86,1.93,1.86,1.92,1.84,4.3478,458448.9,86761.976
000058.SZ,20260408,7.99,8.24,7.97,8.17,7.86,3.944,87343.4,70834.655
000059.SZ,20260408,5.32,5.45,5.26,5.43,5.35,1.4953,311009.53,167048.124
000060.SZ,20260408,6.26,6.44,6.25,6.44,6.07,6.0956,1292917.09,820322.424
000061.SZ,20260408,7.19,7.34,7.18,7.32,7.15,2.3776,215984.27,157074.31
000062.SZ,20260408,28.35,28.8,27.65,28.31,27.03,4.7355,871815.11,2448319.861
000063.SZ,20260408,33.0,34.05,33.0,34.04,32.34,5.2566,976777.65,3281673.431
000065.SZ,20260408,15.16,16.37,15.0,16.18,14.94,8.2999,1167356.62,1837119.277
000066.SZ,20260408,14.57,14.99,14.57,14.98,14.25,5.1228,744423.17,1100915.553
000068.SZ,20260408,3.34,3.37,3.29,3.37,3.28,2.7439,118426.74,39531.229
000069.SZ,20260408,2.19,2.25,2.19,2.24,2.17,3.2258,529360.53,117557.252
000070.SZ,20260408,18.4,19.05,17.95,18.98,18.13,4.6884,1436291.34,2669770.285
000078.SZ,20260408,3.67,3.67,3.44,3.49,3.7,-5.6757,2731729.18,964201.262
000088.SZ,20260408,4.59,4.65,4.58,4.65,4.57,1.7505,345966.1,160067.375
000089.SZ,20260408,6.99,7.09,6.95,6.99,6.86,1.895,125557.37,88068.75
000090.SZ,20260408,3.59,3.65,3.58,3.64,3.56,2.2472,191003.67,69067.264
000096.SZ,20260408,9.92,10.04,9.76,10.04,9.99,0.5005,110694.0,109998.598
000099.SZ,20260408,16.85,17.29,16.85,17.29,16.47,4.9787,112985.43,193298.256
000100.SZ,20260408,4.25,4.32,4.18,4.31,4.14,4.1063,4637590.55,1974799.909
000151.SZ,20260408,11.8,12.1,11.68,12.06,11.58,4.1451,56191.0,67197.781
000153.SZ,20260408,6.92,6.94,6.68,6.7,6.92,-3.1792,305818.11,206885.31
000155.SZ,20260408,15.9,16.64,15.82,16.63,16.24,2.4015,1188760.63,1945264.446
000156.SZ,20260408,7.36,7.64,7.36,7.64,7.24,5.5249,148923.54,112057.121
000157.SZ,20260408,8.65,8.88,8.65,8.84,8.32,6.25,1100494.17,969095.866
000158.SZ,20260408,17.25,17.85,17.25,17.82,16.98,4.947,377598.22,664227.489
000159.SZ,20260408,6.48,6.65,6.38,6.56,6.44,1.8634,156250.44,102136.227
000166.SZ,20260408,4.69,4.75,4.67,4.74,4.62,2.5974,987718.18,465089.736
000301.SZ,20260408,11.4,11.48,11.14,11.45,11.51,-0.5213,340481.87,386465.541
000333.SZ,20260408,76.95,77.25,76.35,76.73,76.12,0.8014,286804.12,2200099.879
000338.SZ,20260408,25.36,26.0,24.95,25.4,23.88,6.3652,1469673.69,3715654.667
000400.SZ,20260408,27.55,28.23,27.55,28.21,26.85,5.0652,286171.18,801516.5
000401.SZ,20260408,4.77,4.9,4.77,4.9,4.73,3.5941,169895.96,82231.631
000402.SZ,20260408,2.51,2.57,2.51,2.56,2.49,2.8112,156307.51,39651.956
000403.SZ,20260408,12.85,13.05,12.8,13.05,12.69,2.8369,81068.32,104860.337
000404.SZ,20260408,7.1,7.17,7.07,7.15,6.98,2.4355,101062.66,72010.591
000407.SZ,20260408,4.58,4.68,4.53,4.67,4.6,1.5217,246988.0,114312.603
000408.SZ,20260408,82.65,84.93,82.22,84.5,81.0,4.321,179039.81,1506719.414
000409.SZ,20260408,10.3,10.6,10.23,10.6,10.11,4.8467,85524.21,89628.743
000410.SZ,20260408,6.63,6.71,6.59,6.71,6.5,3.2308,154070.81,102763.833
000411.SZ,20260408,11.16,11.23,11.04,11.18,11.07,0.9937,57304.35,63910.247
000415.SZ,20260408,4.48,4.69,4.43,4.63,4.27,8.4309,1238024.99,563386.694
000417.SZ,20260408,6.55,6.72,6.54,6.71,6.44,4.1925,124111.82,82388.242
000419.SZ,20260408,5.89,5.96,5.87,5.96,5.86,1.7065,68455.0,40577.982
000420.SZ,20260408,4.73,4.86,4.67,4.86,4.72,2.9661,1348087.9,647494.138
000421.SZ,20260408,6.52,6.54,6.44,6.54,6.49,0.7704,108183.0,70226.747
000422.SZ,20260408,15.68,16.1,15.39,16.04,16.0,0.25,544458.72,865464.389
000423.SZ,20260408,55.88,56.45,55.18,56.44,55.32,2.0246,97143.33,542427.416
000425.SZ,20260408,10.33,10.93,10.33,10.86,9.99,8.7087,1585981.04,1694626.859
000426.SZ,20260408,41.65,43.56,41.59,43.56,39.6,10.0,555920.47,2388508.557
000428.SZ,20260408,3.93,4.14,3.93,4.1,3.89,5.3985,260804.73,106413.09
000429.SZ,20260408,12.92,12.93,12.73,12.87,12.83,0.3118,81428.28,104283.692
000430.SZ,20260408,7.4,7.5,7.36,7.49,7.32,2.3224,31774.0,23688.539
000488.SZ,20260408,2.66,2.7,2.65,2.68,2.63,1.9011,194534.5,51928.298
000498.SZ,20260408,5.68,5.77,5.65,5.77,5.6,3.0357,184768.26,105602.228
000501.SZ,20260408,8.51,8.58,8.48,8.57,8.4,2.0238,53209.18,45487.935
000503.SZ,20260408,7.85,8.02,7.85,8.01,7.69,4.1612,138655.95,110358.468
000504.SZ,20260408,9.86,10.01,9.83,9.96,9.8,1.6327,20542.0,20443.423
000505.SZ,20260408,6.83,6.91,6.76,6.89,6.92,-0.4335,199677.0,136559.54
000506.SZ,20260408,17.93,18.71,17.7,18.71,17.01,9.9941,480398.0,877206.636
000507.SZ,20260408,5.42,5.5,5.39,5.5,5.39,2.0408,198500.28,108381.949
000509.SZ,20260408,3.73,3.76,3.62,3.75,3.62,3.5912,333308.0,122960.102
000510.SZ,20260408,15.0,15.73,14.87,15.62,14.36,8.7744,642658.91,992550.726
000513.SZ,20260408,34.5,34.58,34.13,34.53,34.15,1.1127,62083.15,213604.138
000514.SZ,20260408,4.67,4.75,4.64,4.74,4.61,2.82,98819.0,46476.507
000516.SZ,20260408,4.97,5.04,4.94,5.01,4.91,2.0367,429787.18,214283.294
000517.SZ,20260408,1.94,1.97,1.9,1.96,1.91,2.6178,230450.67,44639.632
