ts_code,trade_date,open,high,low,close,pre_close,pct_chg,vol,amount
000001.SZ,20250619,11.76,11.78,11.65,11.7,11.77,-0.5947,832247.16,974127.331
000002.SZ,20250619,6.42,6.43,6.3,6.32,6.44,-1.8634,854546.22,542431.839
000004.SZ,20250619,9.18,9.3,8.85,8.9,9.2,-3.2609,47222.0,42736.638
000006.SZ,20250619,6.66,6.74,6.51,6.55,6.69,-2.0927,173791.0,114958.359
000007.SZ,20250619,7.84,7.93,7.48,7.55,7.86,-3.944,67383.0,51584.56
000008.SZ,20250619,2.76,2.77,2.7,2.71,2.77,-2.1661,451541.0,123196.491
000009.SZ,20250619,7.99,8.07,7.9,7.92,8.01,-1.1236,139088.7,110729.365
000010.SZ,20250619,3.05,3.05,2.95,2.96,3.05,-2.9508,148896.0,44705.171
000011.SZ,20250619,8.34,8.43,8.19,8.2,8.34,-1.6787,35673.0,29552.962
000012.SZ,20250619,4.58,4.59,4.54,4.56,4.57,-0.2188,62756.55,28595.016
000014.SZ,20250619,11.43,11.56,11.18,11.35,11.44,-0.7867,68772.61,78151.877
000016.SZ,20250619,4.7,4.73,4.61,4.62,4.7,-1.7021,264977.0,123502.984
000017.SZ,20250619,6.74,6.88,6.42,6.45,6.8,-5.1471,221821.6,146134.334
000019.SZ,20250619,6.62,6.63,6.5,6.52,6.61,-1.3616,72455.06,47420.147
000020.SZ,20250619,15.92,16.68,14.55,14.58,15.16,-3.8259,410552.31,658987.963
000021.SZ,20250619,17.25,17.41,16.98,17.04,17.33,-1.6734,167293.14,288026.582
000025.SZ,20250619,17.36,17.45,17.01,17.03,17.51,-2.7413,81753.06,140508.658
000026.SZ,20250619,11.65,11.74,11.42,11.46,11.75,-2.4681,75792.61,87627.094
000027.SZ,20250619,6.38,6.38,6.24,6.33,6.38,-0.7837,190475.34,120141.401
000028.SZ,20250619,25.03,25.11,24.73,24.81,25.07,-1.0371,24422.5,60766.081
000029.SZ,20250619,19.85,20.14,19.2,19.36,19.79,-2.1728,50882.48,100067.25
000030.SZ,20250619,5.75,5.8,5.66,5.7,5.75,-0.8696,56305.89,32267.458
000031.SZ,20250619,2.6,2.61,2.55,2.56,2.6,-1.5385,122587.0,31492.746
000032.SZ,20250619,19.0,19.17,18.66,18.75,19.09,-1.781,97468.0,184363.654
000034.SZ,20250619,36.5,37.28,35.88,35.98,36.45,-1.2894,159121.03,581272.787
000035.SZ,20250619,4.32,4.33,4.25,4.27,4.33,-1.3857,137442.91,58891.243
000036.SZ,20250619,3.5,3.54,3.45,3.47,3.52,-1.4205,99297.9,34609.123
000037.SZ,20250619,9.38,9.39,8.9,8.92,9.39,-5.0053,214246.0,194597.078
000039.SZ,20250619,7.7,7.76,7.66,7.71,7.74,-0.3876,316402.6,243797.529
000042.SZ,20250619,6.87,6.93,6.78,6.81,6.87,-0.8734,59941.36,41035.294
000045.SZ,20250619,11.0,11.58,11.0,11.1,11.09,0.0902,178021.18,200548.863
000048.SZ,20250619,15.7,15.82,15.55,15.71,15.7,0.0637,39677.0,62070.973
000049.SZ,20250619,21.6,21.95,21.41,21.52,21.67,-0.6922,47000.61,102008.841
000050.SZ,20250619,8.01,8.08,7.97,8.03,8.04,-0.1244,91156.88,73221.973
